restaurant_id,restaurant_name,totalScore,review_id,reviewer_id,reviewer_name,stars,text,text_translated,published_at,likes_count,is_local_guide,review_url,review_detailed_rating,review_context,review_image_urls
3fc982cda9d9f6a0,La Mordida Restaurant Bar & Grill,4.4,Ci9DQUlRQUNvZENodHljRjlvT2tvM1dtMXpOV1EzVGpOcVEzbGlabTlCUTA5RFJFRRAB,117936179861457816048,Feli cidad,4,,,2025-10-26T16:41:15.340Z,0,True,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2tvM1dtMXpOV1EzVGpOcVEzbGlabTlCUTA5RFJFRRAB!2m1!1s0x0:0x8f017a57f36bb710!3m1!1s2@1:CAIQACodChtycF9oOko3Wm1zNWQ3TjNqQ3liZm9BQ09DREE%7C0czZwfJJQpi%7C?hl=en,"{'Food': 5, 'Service': 5, 'Atmosphere': 5}",{},[]
3fc982cda9d9f6a0,La Mordida Restaurant Bar & Grill,4.4,Ci9DQUlRQUNvZENodHljRjlvT2tWUlRqbDJSMmxKTlZrNFlXeDFXa2xzTlVKdmNGRRAB,102394955296230700835,Juan Battle,5,A got to go and eat/ dance 💃 🕺  and enjoy your food and time there. Ample space for large family and friends.,,2025-10-25T19:02:40.275Z,0,True,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2tWUlRqbDJSMmxKTlZrNFlXeDFXa2xzTlVKdmNGRRAB!2m1!1s0x0:0x8f017a57f36bb710!3m1!1s2@1:CAIQACodChtycF9oOkVRTjl2R2lJNVk4YWx1WklsNUJvcFE%7C0czGvFFPUP8%7C?hl=en,"{'Food': 5, 'Service': 5, 'Atmosphere': 5}","{'Meal type': 'Dinner', 'Price per person': '$20–30', 'Wait time': 'No wait', 'Seating type': 'Indoor dining area, Bar area', 'Parking space': 'Plenty of parking', 'Parking options': 'Free parking lot', 'Kid-friendliness': 'Bring your kids and their friends 🧡.', 'Wheelchair accessibility': 'Yes it accommodates disable people. Very reliable and spacious.'}",[]
3fc982cda9d9f6a0,La Mordida Restaurant Bar & Grill,4.4,Ci9DQUlRQUNvZENodHljRjlvT2s1aVRsTXplSFZPZWkxV1lVVk1SakppTWpGUWNGRRAB,113770306779457489209,Annette Sarmiento,5,Me encantó,I loved it,2025-10-25T01:44:10.445Z,0,True,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2s1aVRsTXplSFZPZWkxV1lVVk1SakppTWpGUWNGRRAB!2m1!1s0x0:0x8f017a57f36bb710!3m1!1s2@1:CAIQACodChtycF9oOk5iTlMzeHVOei1WYUVMRjJiMjFQcFE%7C0cz1heP_GYM%7C?hl=en,"{'Food': 5, 'Service': 5, 'Atmosphere': 5}","{'Wait time': 'No wait', 'Seating type': 'Indoor dining area, Bar area, Outdoor patio / terrace, Counter seating'}","['https://lh3.googleusercontent.com/geougc-cs/AMBA38uL74rneHki2hekvSceuGG03TSNsQt_Jj6iws3qxmlgvDccvSAUDtIx1bpG_Y7xsziNCceR1P6_f-Jf7ARrk0u6pdxGQ5Pi4FFnMQZ0kRvE6C7Jn3jCRn6HhEd5HH7ZtzNClDey_rR8kQC7', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38sYm0FIvwf1Dun0qc6bQzvzOJsm138Dfy8AX5UH2WEekTMKKLaGzAFcIui1oZJL8GLla8cJ76zOPJ2qEzplsrEPk8zn1NDIoEOsgW1nA6Cnfo0BAbiLpAqfPyMdgqfKGQU6kAUtY9-GOB_n', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38vpSkXyeZ5Wm4PyU2AAd_wNAt9EoC3ah8d45s6EKZkAovc1wfp2ft54eAnV1qh3xc-gjhQHRO7okOKbLLSQlLdaqBAGIlz2WXDJ4jdUxLPu2AiMftdevOfBReg9IYO3uG7O8sDJTgpOVKi_', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38uuT09nuUAzRNByOwu5Mc0ilwr_3h9jk3zZjtfHj8e-77l6T084exaO_mnpuNm3oaP3I4xvHOpAsaaGUA0jpBTttu1oLcTqIQizRKSNtdfA7xnRMoPX_YZ42MgO3AlkPBRftbJeDg4HlaYp', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38tGooLvjjiEW8FxTQ6Q2LbnqLWD9iaVK0kZUPqqUjfxnUQgW9l6jP28Tlxz_DnPOYOc2Q3T2EORaSzsXX-pJ6NoT26bKAX4j_5Y7YZp9lt9pvNHK8bxXBLsbnX6PT59FEbToXbScWrnTwjl']"
3fc982cda9d9f6a0,La Mordida Restaurant Bar & Grill,4.4,Ci9DQUlRQUNvZENodHljRjlvT2t0a2RIZG9aVFoxUVcxMVRXVXpiak0wVWpsUGRHYxAB,113197272252418927056,Luz Krumrei,5,,,2025-10-23T01:00:16.603Z,0,False,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2t0a2RIZG9aVFoxUVcxMVRXVXpiak0wVWpsUGRHYxAB!2m1!1s0x0:0x8f017a57f36bb710!3m1!1s2@1:CAIQACodChtycF9oOktkdHdoZTZ1QW11TWUzbjM0UjlPdGc%7C0cyMsVYze9E%7C?hl=en,{},{},[]
3fc982cda9d9f6a0,La Mordida Restaurant Bar & Grill,4.4,Ci9DQUlRQUNvZENodHljRjlvT2pjelUwWkNiVzB0TWpFM2IxVmpZa1JvVFdkQ1dHYxAB,109749776828019992420,Kathy Albright,5,,,2025-10-22T20:30:25.871Z,0,True,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pjelUwWkNiVzB0TWpFM2IxVmpZa1JvVFdkQ1dHYxAB!2m1!1s0x0:0x8f017a57f36bb710!3m1!1s2@1:CAIQACodChtycF9oOjczU0ZCbW0tMjE3b1VjYkRoTWdCWGc%7C0cyIvWnva3g%7C?hl=en,"{'Food': 5, 'Service': 5, 'Atmosphere': 5}","{'Meal type': 'Dinner', 'Price per person': '$10–20', 'Reservation': 'Not sure', 'Group size': 'Suitable for all group sizes', 'Parking space': 'Plenty of parking', 'Parking options': 'Free parking lot', 'Kid-friendliness': 'Good kids menu, and they were given crayons to color on it'}",[]
3fc982cda9d9f6a0,La Mordida Restaurant Bar & Grill,4.4,Ci9DQUlRQUNvZENodHljRjlvT2tOcFFscENUMEpyTjFVd1NVNUJNQzFKUTNaaGFVRRAB,117593658090136491115,Orlando Zayas,5,,,2025-10-22T12:45:42.584Z,0,True,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2tOcFFscENUMEpyTjFVd1NVNUJNQzFKUTNaaGFVRRAB!2m1!1s0x0:0x8f017a57f36bb710!3m1!1s2@1:CAIQACodChtycF9oOkNpQlpCT0JrN1UwSU5BMC1JQ3ZhaUE%7C0cyC6qXqMzz%7C?hl=en,"{'Food': 5, 'Service': 5, 'Atmosphere': 5}",{},[]
3fc982cda9d9f6a0,La Mordida Restaurant Bar & Grill,4.4,ChdDSUhNMG9nS0VJQ0FnSURtM2NyMTFBRRAB,109137421450877959663,Fabricio Portillo Flores,5,"Las arepas de queso, las empanadas de carne y pollo son exquisitas y lo mejor el ají wow super delicioso.","The cheese arepas, the meat and chicken empanadas are exquisite and the best thing is the chili pepper, wow, super delicious.",2025-10-22T09:44:37.364Z,0,True,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURtM2NyMTFBRRAB!2m1!1s0x0:0x8f017a57f36bb710!3m1!1s2@1:CIHM0ogKEICAgIDm3cr11AE%7CCgwIstH_jwYQ-O-k-QE%7C?hl=en,"{'Food': 5, 'Service': 5, 'Atmosphere': 5}","{'Service': 'Take out', 'Meal type': 'Other', 'Price per person': '$10–20', 'Reservation': 'Reservations not required', 'Group size': '1 person', 'Parking space': 'Plenty of parking'}",[]
3fc982cda9d9f6a0,La Mordida Restaurant Bar & Grill,4.4,Ci9DQUlRQUNvZENodHljRjlvT2s1dVJWcFlVelZxYm10c2VsTXRNblpFVkRKSGFWRRAB,108307028603009646410,Oleksii Roienko,5,"Great place! Great events at night, they bring some singing artists… gets pretty crowd and loud 😊",,2025-10-22T01:49:02.249Z,0,True,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2s1dVJWcFlVelZxYm10c2VsTXRNblpFVkRKSGFWRRAB!2m1!1s0x0:0x8f017a57f36bb710!3m1!1s2@1:CAIQACodChtycF9oOk5uRVpYUzVqbmtselMtMnZEVDJHaVE%7C0cy2VDDqd11%7C?hl=en,"{'Service': 5, 'Atmosphere': 5}",{},[]
3fc982cda9d9f6a0,La Mordida Restaurant Bar & Grill,4.4,Ci9DQUlRQUNvZENodHljRjlvT2pSQ1pHRnVlRlpvVGxOd2NpMDJNRUpsT0RRMFpHYxAB,114862274534685218963,Rosie,1,"Uff!! The music was terrible, but If you want to dance to late 80s and 90s spanish music on a Sat night this is the place to go. Ugh! You really need to tell the DJ to update his Playlist or hire another DJ. Mixed drinks were ok and beer was cold.",,2025-10-19T06:44:05.187Z,0,True,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pSQ1pHRnVlRlpvVGxOd2NpMDJNRUpsT0RRMFpHYxAB!2m1!1s0x0:0x8f017a57f36bb710!3m1!1s2@1:CAIQACodChtycF9oOjRCZGFueFZoTlNwci02MEJlODQ0ZGc%7C0cx7XpA8avZ%7C?hl=en,{'Atmosphere': 1},{},[]
3fc982cda9d9f6a0,La Mordida Restaurant Bar & Grill,4.4,Ci9DQUlRQUNvZENodHljRjlvT25aZmVFOW9NbmRvYzBacVUwczFNMll4ZWpKdWEzYxAB,107022085268878912826,Yenisleidy Reyes Rivero,5,,,2025-10-17T14:40:36.993Z,0,False,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25aZmVFOW9NbmRvYzBacVUwczFNMll4ZWpKdWEzYxAB!2m1!1s0x0:0x8f017a57f36bb710!3m1!1s2@1:CAIQACodChtycF9oOnZfeE9oMndoc0ZqU0s1M2YxejJua3c%7C0cw_KZvE-gr%7C?hl=en,"{'Food': 5, 'Service': 5, 'Atmosphere': 5}",{},[]
